,MAXMES,MAXSES,TDEPTH,TDUR,TEPOCH,TPERIOD,TSNR,n_det,rmsCdpp,sector,sectors,is_toi,toi,toi_disp,TID,ID,MH,Teff,Tmag,contratio,d,dec,gallat,gallong,logg,mass,objType,pmDEC,pmRA,ra,rad,rho
000114819301_00_02,255.8955078125,111.44142150878906,62973.33257633963,2.6964843995569487,1355.5969014334676,4.887730490367233,207.5489196777344,0,,2.0,[[2]],0.0,0.0,0.0,114819301,114819301.0,,3727.0,11.860999999999999,0.0033540040000000003,101.8181,-18.9139,-77.28966199999999,70.971225,4.76652,0.545,STAR,-71.86,-41.74,2.3046,0.506,4.20673
000152809645_00_02,8.481046676635742,7.137719631195068,1635.104578535854,3.3930460074859963,1361.5835963129525,18.078750365373004,9.136184692382812,0,,2.0,[[2]],0.0,0.0,0.0,152809645,152809645.0,,5743.0,8.896,0.128300682,107.019623,-36.166283,-63.90585600000001,5.453606,4.21425,1.0263799999999998,STAR,1.8101200000000002,81.8071,343.953916,1.3114299999999999,0.455064
000117611856_00_02,11.85057258605957,12.8548002243042,1034.5752922334368,5.711444295629108,1364.7508590742787,14.368923694449489,14.156478881835938,0,,2.0,[[2]],0.0,0.0,0.0,117611856,117611856.0,,5392.0,9.731,0.00164013566,84.54559,-12.88826,-71.654229,81.418617,4.60977,0.9361379999999999,STAR,-46.5082,46.8883,0.502238,0.794325,1.8678599999999999
000117611856_01_02,7.784227848052978,6.281922340393066,658.0135413698305,2.386766592614108,1355.6851975391535,11.01476038000512,8.358487129211426,1,,2.0,[[2]],0.0,0.0,0.0,117611856,117611856.0,,5392.0,9.731,0.00164013566,84.54559,-12.88826,-71.654229,81.418617,4.60977,0.9361379999999999,STAR,-46.5082,46.8883,0.502238,0.794325,1.8678599999999999
000340782794_00_02,32.19824981689453,6.997546195983888,282518.2319235406,1.0,1354.1978114079066,0.3799478113651276,,0,,2.0,[[2]],0.0,0.0,0.0,340782794,340782794.0,,5730.0,9.814,0.0018947990600000002,209.826523,-39.708675,-76.374826,281.935266,3.99536,1.02296,STAR,22.9416,-3.12463,19.158631,1.68448,0.214023
000340782794_01_02,8.793187141418457,2.33001971244812,395517.2842568325,0.5,1354.3880892770821,0.3799600449111189,,1,,2.0,[[2]],0.0,0.0,0.0,340782794,340782794.0,,5730.0,9.814,0.0018947990600000002,209.826523,-39.708675,-76.374826,281.935266,3.99536,1.02296,STAR,22.9416,-3.12463,19.158631,1.68448,0.214023
000340782794_02_02,8.036749839782715,5.890736103057861,101060.25750782748,78.71280747863364,1359.6535068610192,6.55940062321947,2.6598455905914307,2,,2.0,[[2]],0.0,0.0,0.0,340782794,340782794.0,,5730.0,9.814,0.0018947990600000002,209.826523,-39.708675,-76.374826,281.935266,3.99536,1.02296,STAR,22.9416,-3.12463,19.158631,1.68448,0.214023
000150442264_00_02,126.05201721191406,53.96913528442383,19654.709501419708,4.26338124006401,1356.7966353251593,2.981696771964357,203.7570037841797,0,,2.0,[[2]],0.0,0.0,0.0,150442264,150442264.0,,,6.295,0.00200063735,,-61.87955899999999,-26.052452,271.42613900000003,,,STAR,10.8,-9.5,97.79431899999999,,
000150442264_01_02,51.22177505493164,24.79705047607422,4548.263703629425,3.0022571948483128,1355.138105102108,2.9818348115891236,72.7778549194336,1,,2.0,[[2]],0.0,0.0,0.0,150442264,150442264.0,,,6.295,0.00200063735,,-61.87955899999999,-26.052452,271.42613900000003,,,STAR,10.8,-9.5,97.79431899999999,,
000025078924_00_02,176.05702209472656,40.63385772705078,68831.9401996965,2.0157328036130817,1354.9033749458474,0.9042916235952092,215.93170166015625,0,,2.0,[[2]],0.0,0.0,0.0,25078924,25078924.0,,5614.0,10.717,0.03134134,197.15200000000002,-65.97285600000001,-41.194326000000004,279.193041,4.37659,0.9935619000000001,STAR,17.3,3.5,60.930896999999995,1.0703200000000002,0.810305
000025078924_01_02,23.58012962341309,9.219616889953613,11116.60140592599,1.9887471427459444,1354.4494716389447,0.9044094794610428,37.439369201660156,1,,2.0,[[2]],0.0,0.0,0.0,25078924,25078924.0,,5614.0,10.717,0.03134134,197.15200000000002,-65.97285600000001,-41.194326000000004,279.193041,4.37659,0.9935619000000001,STAR,17.3,3.5,60.930896999999995,1.0703200000000002,0.810305
000025078924_02_02,9.195542335510254,4.3260884284973145,2791.5328020211878,0.7534258507939633,1354.771634447924,0.9038235513346248,10.68163013458252,2,,2.0,[[2]],0.0,0.0,0.0,25078924,25078924.0,,5614.0,10.717,0.03134134,197.15200000000002,-65.97285600000001,-41.194326000000004,279.193041,4.37659,0.9935619000000001,STAR,17.3,3.5,60.930896999999995,1.0703200000000002,0.810305
000025078924_03_02,7.934420108795166,4.996613025665283,1412.8177985874845,0.4464200035188775,1354.141709893957,0.4520466606299531,9.250428199768066,3,,2.0,[[2]],0.0,0.0,0.0,25078924,25078924.0,,5614.0,10.717,0.03134134,197.15200000000002,-65.97285600000001,-41.194326000000004,279.193041,4.37659,0.9935619000000001,STAR,17.3,3.5,60.930896999999995,1.0703200000000002,0.810305
000149837469_00_02,48.41992950439453,10.16567325592041,5505.901931031762,1.0,1354.1311447576006,0.3856079876422882,,0,,2.0,[[2]],0.0,0.0,0.0,149837469,149837469.0,,5342.0,11.639000000000001,0.0293159466,266.027,-33.997652,-70.818188,6.8660000000000005,4.43195,0.92267096,STAR,-7.5006,0.166901,352.004552,0.9677450000000001,1.01804
000137772485_00_02,12.45842742919922,13.232447624206545,1513.1393549981435,2.9475700262362503,1359.2652644674256,13.849728125023475,7.910362243652344,0,,2.0,[[2]],0.0,0.0,0.0,137772485,137772485.0,,5085.0,10.142999999999999,0.007130633570000001,98.6645,-20.667807999999997,-62.32674300000001,40.002009,4.48076,0.8520457,STAR,4.45,76.16,343.347872,0.8791559999999999,1.25391
000177022232_00_02,9.29054069519043,3.0619211196899414,171.24438352861762,0.8798388775180948,1354.3082122611227,0.2756836822314536,11.708639144897461,0,,2.0,[[2]],0.0,0.0,0.0,177022232,177022232.0,,6320.0,8.366,0.004065031,85.91019440000001,-67.683075,-25.109171,278.13856200000004,4.37557,1.24585,STAR,1.41969,-31.9986,102.433112,1.19995,0.721068
000177022232_01_02,9.871810913085938,3.2018811702728267,144.53096573853085,0.7605676968215129,1354.173346303389,0.2755818747069987,11.805035591125488,1,,2.0,[[2]],0.0,0.0,0.0,177022232,177022232.0,,6320.0,8.366,0.004065031,85.91019440000001,-67.683075,-25.109171,278.13856200000004,4.37557,1.24585,STAR,1.41969,-31.9986,102.433112,1.19995,0.721068
000179985566_00_02,5158.14404296875,3664.614501953125,0.0,4.500000000000001,1363.4262813653293,11.034719467163086,,0,,2.0,[[2]],0.0,0.0,0.0,179985566,179985566.0,,5521.0,8.011000000000001,0.0006499564,82.8691254,-37.523974,-79.570037,298.536677,3.99793,0.970046,STAR,-121.069,113.29799999999999,13.86181,1.6354799999999998,0.221746
000179985566_01_02,2205.395751953125,1568.5478515625,167007.4616374075,6.601497920268314,1357.7623504824458,22.071132913994695,1704.1947021484375,1,,2.0,[[2]],0.0,0.0,0.0,179985566,179985566.0,,5521.0,8.011000000000001,0.0006499564,82.8691254,-37.523974,-79.570037,298.536677,3.99793,0.970046,STAR,-121.069,113.29799999999999,13.86181,1.6354799999999998,0.221746
000179985566_02_02,41.87167739868164,57.69590377807617,2436.1328059061248,3.4999999999999987,1358.1193382232855,11.255552793280001,,2,,2.0,[[2]],0.0,0.0,0.0,179985566,179985566.0,,5521.0,8.011000000000001,0.0006499564,82.8691254,-37.523974,-79.570037,298.536677,3.99793,0.970046,STAR,-121.069,113.29799999999999,13.86181,1.6354799999999998,0.221746
000179985566_03_02,22.13593292236328,29.17446517944336,1720.9476278843888,16.734123126306766,1357.5618392126858,6.236768482269883,11.03953456878662,3,,2.0,[[2]],0.0,0.0,0.0,179985566,179985566.0,,5521.0,8.011000000000001,0.0006499564,82.8691254,-37.523974,-79.570037,298.536677,3.99793,0.970046,STAR,-121.069,113.29799999999999,13.86181,1.6354799999999998,0.221746
000176958076_00_02,12.677488327026367,9.509233474731444,14712.906182248498,11.579988562570431,1354.5707922316326,14.496547899094875,15.523816108703613,0,,2.0,[[2]],0.0,0.0,0.0,176958076,176958076.0,,6479.0,9.231,0.05276424440000001,157.45639,-66.615788,-25.382111,276.88412900000003,4.26023,1.32152,STAR,10.0253,20.5712,101.217426,1.41135,0.470078
000176958076_01_02,7.485753059387207,9.870316505432127,36880.97788245239,95.3293394615802,1357.8566573904934,8.87264637643595,5.6959590911865225,1,,2.0,[[2]],0.0,0.0,0.0,176958076,176958076.0,,6479.0,9.231,0.05276424440000001,157.45639,-66.615788,-25.382111,276.88412900000003,4.26023,1.32152,STAR,10.0253,20.5712,101.217426,1.41135,0.470078
000234491752_00_02,191.98709106445312,45.8281478881836,289201.1911788011,2.0,1354.5061446655702,0.8660661578178406,,0,,2.0,[[2]],0.0,0.0,0.0,234491752,234491752.0,,6473.0,9.507,0.03609564,247.134216,-63.820102,-53.235814000000005,305.550633,3.99833,1.3186799999999999,STAR,38.4351,48.6059,9.305873,1.90599,0.190449
000234491752_01_02,14.668392181396484,5.669230937957764,71973.47091937637,10.400881517994623,1356.5430828738006,2.5975518745692887,27.13055992126465,1,,2.0,[[2]],0.0,0.0,0.0,234491752,234491752.0,,6473.0,9.507,0.03609564,247.134216,-63.820102,-53.235814000000005,305.550633,3.99833,1.3186799999999999,STAR,38.4351,48.6059,9.305873,1.90599,0.190449
000029986808_00_02,33.96695327758789,10.37672233581543,3928.931858183993,1.5844544356167432,1354.2339681735648,1.05925316219622,49.9451789855957,0,,2.0,[[2]],0.0,0.0,0.0,29986808,29986808.0,,5654.0,10.379000000000001,0.022885974500000003,210.74246200000002,-68.270624,-36.02005,279.564764,4.17526,1.00357,STAR,62.7486,33.4718,72.911997,1.3563100000000001,0.402227
000219998089_00_02,3135.568603515625,1439.575439453125,160982.34149424807,7.202190915930468,1356.5954490060685,3.1008646381960903,1500.551025390625,0,,2.0,[[2]],0.0,0.0,0.0,219998089,219998089.0,,6255.0,9.839,0.15043826400000002,203.408,-53.520396999999996,-60.13374399999999,280.158619,4.2605,1.21537054,STAR,-2.2,13.1,31.777734000000002,1.35307,0.490625
000311057057_00_02,13.05614948272705,14.529111862182615,9676.23261171178,1.5108301174848908,1356.857032917057,11.102631965323827,11.928850173950195,0,,2.0,[[2]],0.0,0.0,0.0,311057057,311057057.0,,3163.0,11.704,0.0223186389,,-15.0753,-66.906717,60.093711,5.03679,0.19899999999999998,STAR,-87.13,-17.05,351.6725,0.22399999999999998,17.7055
000070785920_00_02,8.198331832885742,3.780163049697877,7052.259110194815,2.7150365883929486,1354.3036838373455,0.3408569741784418,13.743133544921875,0,,2.0,[[2]],0.0,0.0,0.0,70785920,70785920.0,,4877.0,12.187000000000001,,,-30.372912,-79.59780500000001,12.104037,,,STAR,3.6386300000000005,18.7817,1.579468,,
000155989956_00_02,560.0940551757811,790.0279541015625,12389.70399198442,9.439851735121474,1361.7798941672709,17.860227817497407,74.46871185302734,0,,2.0,[[2]],0.0,0.0,0.0,155989956,155989956.0,-0.39,6413.1,9.732000000000001,0.00208960962,211.2615,-53.536042,-63.28541800000001,310.15004799999997,4.21,1.27962,STAR,-15.2396,14.717,7.405827,1.46728,0.40508099999999997
000231061733_00_02,99.9936981201172,33.991241455078125,12876.456903492293,5.189715454168846,1355.5999651653885,2.398122301743037,133.6090087890625,0,,2.0,[[2]],0.0,0.0,0.0,231061733,231061733.0,,7673.0,8.802,0.114237525,378.27005,-57.37339300000001,-57.073676,284.694976,3.7069300000000003,1.7979599999999998,STAR,18.2472,8.61065,31.250496999999996,3.11271,0.059616199999999994
000231061733_01_02,11.474130630493164,6.744365692138673,1149.518381660936,5.2023420742567685,1354.4000317108826,2.3981411555273064,14.04267120361328,1,,2.0,[[2]],0.0,0.0,0.0,231061733,231061733.0,,7673.0,8.802,0.114237525,378.27005,-57.37339300000001,-57.073676,284.694976,3.7069300000000003,1.7979599999999998,STAR,18.2472,8.61065,31.250496999999996,3.11271,0.059616199999999994
000231061733_02_02,12.15886688232422,10.055843353271484,1389.0928010635848,0.9591497455756892,1355.2473250076705,18.69221803869916,9.11272430419922,2,,2.0,[[2]],0.0,0.0,0.0,231061733,231061733.0,,7673.0,8.802,0.114237525,378.27005,-57.37339300000001,-57.073676,284.694976,3.7069300000000003,1.7979599999999998,STAR,18.2472,8.61065,31.250496999999996,3.11271,0.059616199999999994
000201255204_00_02,7.308753490447997,2.545139074325561,16728.531238099,3.171714277868276,1354.2317386737088,0.2643095231556896,19.515972137451172,0,,2.0,[[2]],0.0,0.0,0.0,201255204,201255204.0,,4251.0,14.290999999999999,0.0975745544,345.63300000000004,-56.744843,-59.27663199999999,315.231306,,,STAR,,,1.412424,,
000030317301_00_02,7.709352970123291,4.758819580078125,9363.7494064223,7.823326173420543,1354.4028590912415,1.3984070205793646,11.785432815551758,0,,2.0,[[2]],0.0,0.0,0.0,30317301,30317301.0,,,11.446,0.8676758,1253.69,-68.42010400000001,-35.492339,279.559555,,,STAR,1.9067900000000002,0.227091,74.283578,,
000301866976_00_02,8.87997817993164,6.687793254852295,17640.468436579424,11.806805966938882,1364.8803634055714,14.627079491301398,9.977023124694824,0,,2.0,[[2]],0.0,0.0,0.0,301866976,301866976.0,,3035.0,14.177,0.10326286400000001,,-68.344,-15.603276000000001,283.182283,5.10274,0.14300000000000002,STAR,67.48,-105.86,130.9846,0.17600000000000002,26.23
000149018345_00_02,13.213570594787598,13.122596740722654,4013.821405994963,1.2964169285515879,1359.0828720657746,7.228581265661452,10.67852783203125,0,,2.0,[[2]],0.0,0.0,0.0,149018345,149018345.0,,2657.0,4.459,7.970360000000001e-06,469.483551,-32.045246,-80.75054200000001,358.670214,,,STAR,-0.9,39.2,3.8428139999999997,,
000149018345_01_02,11.196858406066896,8.791180610656737,5669.406332706173,1.2689783565002988,1361.6599655111459,14.353613984821699,10.328654289245604,1,,2.0,[[2]],0.0,0.0,0.0,149018345,149018345.0,,2657.0,4.459,7.970360000000001e-06,469.483551,-32.045246,-80.75054200000001,358.670214,,,STAR,-0.9,39.2,3.8428139999999997,,
000077031296_00_02,8.764359474182129,8.187833786010742,235.1959016602325,6.268241188890612,1364.677637273874,14.534866488785319,8.521743774414062,0,,2.0,[[2]],0.0,0.0,0.0,77031296,77031296.0,,6165.0,8.136000000000001,0.00128440978,89.95962,-35.354943,-72.063449,1.036499,4.23798,1.1745299999999999,STAR,-31.1185,-35.6717,354.161048,1.3650799999999998,0.461732
000158623531_00_02,115.94536590576172,59.40912628173828,14956.537852409932,3.7744713583363514,1355.7325077194105,7.872868115880261,106.82318878173828,0,,2.0,[[2]],1.0,246.01,PC,158623531,158623531.0,,5070.0,11.192,0.04379345,169.27200000000002,-50.659178000000004,-64.943539,285.862863,4.47933,0.89,STAR,-31.7246,-35.3712,24.168162,0.9,1.22085
000259885176_00_02,10.70804214477539,8.005463600158691,119.0936719872582,3.469040412447473,1356.1314091071765,2.50813233555442,9.572930335998537,0,,2.0,[[2]],0.0,0.0,0.0,259885176,259885176.0,,3222.0,5.132999999999999,0.0025326716699999997,579.8279,-71.204528,-43.251288,291.00547,,,STAR,18.4723,21.2903,40.710442,,
000259885176_01_02,8.041048049926758,6.179419994354247,194.3740681223231,3.1225869853178323,1364.1930517928138,15.331281821513493,7.848387241363525,1,,2.0,[[2]],0.0,0.0,0.0,259885176,259885176.0,,3222.0,5.132999999999999,0.0025326716699999997,579.8279,-71.204528,-43.251288,291.00547,,,STAR,18.4723,21.2903,40.710442,,
000030631330_00_02,8.098102569580076,6.633059024810791,1003.0530881505687,6.000000000000003,1355.0283667596316,25.94304847717285,,0,,2.0,[[2]],0.0,0.0,0.0,30631330,30631330.0,,5951.0,10.719000000000001,0.06774776,246.481,-70.497592,-34.593815,281.88085099999995,4.3135,1.08880937,STAR,37.2,13.9,75.199009,1.20487,0.6224810000000001
000114794572_00_02,25.679140090942386,20.11167335510254,45488.13207311896,5.969798400088433,1356.5094249292788,22.432096467786216,30.99277114868164,0,,2.0,[[2]],0.0,0.0,0.0,114794572,114794572.0,,3104.0,13.613,3.8580186799999995e-05,,-18.5804,-75.03164699999999,64.950579,5.06503,0.171,STAR,-35.58,352.25,359.5014,0.201,21.0576
000114794572_01_02,12.945575714111328,14.19021987915039,7672.235257267396,3.144815419814745,1361.472388805008,9.82681518572048,6.621396541595459,1,,2.0,[[2]],0.0,0.0,0.0,114794572,114794572.0,,3104.0,13.613,3.8580186799999995e-05,,-18.5804,-75.03164699999999,64.950579,5.06503,0.171,STAR,-35.58,352.25,359.5014,0.201,21.0576
000238196979_00_02,310.12921142578125,219.4326019287109,103510.93200792828,6.918457059344897,1363.4034389363485,9.423386438187956,315.0231018066406,0,,2.0,[[2]],0.0,0.0,0.0,238196979,238196979.0,,4894.0,10.970999999999998,0.015278553600000001,129.987,-72.89029599999999,-38.579479,287.72836,4.50928,0.8001703,STAR,38.2676,23.675,57.033446999999995,0.82445,1.42788
000238196979_01_02,68.74938201904297,49.07319259643555,26439.723223248624,6.472778759725138,1358.7022372293382,18.845108532861953,72.46424865722656,1,,2.0,[[2]],0.0,0.0,0.0,238196979,238196979.0,,4894.0,10.970999999999998,0.015278553600000001,129.987,-72.89029599999999,-38.579479,287.72836,4.50928,0.8001703,STAR,38.2676,23.675,57.033446999999995,0.82445,1.42788
000229147927_00_02,28.59460639953613,25.554969787597656,5391.233768412561,10.758962999528832,1363.4619411419749,13.991464124813485,10.686333656311037,0,,2.0,[[2]],0.0,0.0,0.0,229147927,229147927.0,,3625.0,10.544,0.108330093,,-48.514441999999995,-65.902106,279.289018,,,STAR,-53.028,111.757,27.170326,,
000234524844_00_02,13.521013259887695,13.312777519226074,1350.9737872924409,5.792094930426616,1364.0326081145236,15.446805166718864,11.739648818969727,0,,2.0,[[2]],0.0,0.0,0.0,234524844,234524844.0,,2707.0,5.422999999999999,5.213702e-07,,-64.36331899999999,-52.716058999999994,300.812736,,,STAR,-0.4,26.8,15.82717,,
000219987521_00_02,18.347715377807614,9.187381744384766,2844.483600126639,1.3201868700399082,1355.4174436701512,3.959613558941027,17.81180763244629,0,,2.0,[[2]],0.0,0.0,0.0,219987521,219987521.0,,6844.0,10.097000000000001,0.00591949,537.5840000000001,-49.070545,-64.334717,276.283823,3.7021699999999997,1.47996,STAR,-5.16103,12.9764,30.107854,2.8395799999999998,0.064638
000316769815_00_02,242.8106231689453,77.05328369140625,21807.189082985027,4.065267853028283,1354.9239064549467,1.712212313546893,279.87472534179693,0,,2.0,[[2]],0.0,0.0,0.0,316769815,316769815.0,,6119.0,8.095,0.012259174099999999,78.5776,-31.779507000000002,-73.467157,12.232157,,,STAR,-13.4,6.4,354.61087599999996,,
000316769815_01_02,24.372344970703125,8.728050231933594,1861.4363126532912,4.062288647765771,1355.7800577530659,1.7121690467656192,31.85110664367676,1,,2.0,[[2]],0.0,0.0,0.0,316769815,316769815.0,,6119.0,8.095,0.012259174099999999,78.5776,-31.779507000000002,-73.467157,12.232157,,,STAR,-13.4,6.4,354.61087599999996,,
000237924601_00_02,10.190417289733887,3.2646093368530287,1935.85825935066,0.5640249653870333,1354.7191441910088,1.002352664008788,11.156003952026367,0,,2.0,[[2]],1.0,252.01,PC,237924601,237924601.0,,5071.0,11.624,0.07142768,190.59599999999998,-63.053777000000004,-43.881925,276.688602,4.48308,0.848186135,STAR,-27.8,-7.2,57.553578,0.874822,1.2668700000000002
000092138849_00_02,14.789413452148438,11.543241500854492,3187.753165321131,1.7130751168383842,1361.6723013865046,9.35217464698864,13.314791679382324,0,,2.0,[[2]],0.0,0.0,0.0,92138849,92138849.0,,,3.987,1.59870124e-05,,-15.284547,-70.325307,66.51622900000001,,,STAR,,,355.95583,,
000092138849_01_02,7.98026180267334,7.124021530151367,2275.585583578069,1.3492808920604658,1364.1725027300704,13.952277512943013,8.449896812438965,1,,2.0,[[2]],0.0,0.0,0.0,92138849,92138849.0,,,3.987,1.59870124e-05,,-15.284547,-70.325307,66.51622900000001,,,STAR,,,355.95583,,
000092138849_02_02,7.165412902832031,6.2729125022888175,2154.2954166466798,1.3977326063172777,1359.1521178733526,14.501097559726508,8.273725509643555,2,,2.0,[[2]],0.0,0.0,0.0,92138849,92138849.0,,,3.987,1.59870124e-05,,-15.284547,-70.325307,66.51622900000001,,,STAR,,,355.95583,,
000055270064_00_02,7.337082862854004,3.563938617706299,915.0230863638096,0.8863230851254709,1354.5819345719494,0.9464193624809076,7.147822856903076,0,,2.0,[[2]],0.0,0.0,0.0,55270064,55270064.0,-0.062638,5552.51,11.837,0.0199628,,-63.138906000000006,-35.922903000000005,272.99874900000003,4.70836,0.9355118,STAR,6.20752,4.4288300000000005,76.282276,0.712666,2.58459
000434106919_00_02,8.807037353515625,8.21015739440918,4376.990056514132,0.8480682486651907,1358.68197353885,12.122012160973206,7.94975471496582,0,,2.0,[[2]],0.0,0.0,0.0,434106919,434106919.0,,3591.0,11.683,1.652559e-05,83.41131999999999,-12.8618,-67.636092,68.941466,4.82316,0.461,STAR,-132.9,-82.87,354.4561,0.436,5.562130000000001
000030312676_00_02,9.19637680053711,3.528197765350342,1032.9568502886618,3.6481147605314,1354.1114332080076,1.1015178582976215,12.868206977844238,0,,2.0,[[2]],0.0,0.0,0.0,30312676,30312676.0,,8747.0,11.267999999999999,0.11440494699999999,868.204,-66.39031899999999,-36.035990000000005,277.149371,4.08022,2.194745,STAR,3.7,-4.0,74.286765,2.23767,0.195884
000030531417_00_02,13.849204063415527,3.841200590133667,28025.200334120695,1.9886312109877191,1354.3682194976027,0.3289627093386201,27.382761001586914,0,,2.0,[[2]],0.0,0.0,0.0,30531417,30531417.0,,6769.0,11.030999999999999,,,-69.595394,-34.980623,280.875089,,,STAR,58.8752,38.7379,74.806455,,
000030531417_01_02,10.801642417907717,3.1827375888824463,14412.419269847507,0.5730773124112922,1354.2292574225626,0.3290274283551803,17.536975860595707,1,,2.0,[[2]],0.0,0.0,0.0,30531417,30531417.0,,6769.0,11.030999999999999,,,-69.595394,-34.980623,280.875089,,,STAR,58.8752,38.7379,74.806455,,
000261105201_00_02,12.791013717651367,5.942251682281494,20912.053715181843,2.9095537726233687,1354.2334809337005,0.4778500203462106,26.960601806640625,0,,2.0,[[2]],0.0,0.0,0.0,261105201,261105201.0,,6342.0,8.309,0.0032455616200000002,227.32605,-79.008764,-30.380754,290.948069,3.4791300000000005,1.2562799999999998,STAR,66.2875,3.95975,82.827401,3.38215,0.0324719
000261105201_01_02,31.269744873046875,10.023649215698242,6746.403033379134,0.2293993642100813,1354.907597178757,0.9557316808817068,21.36265754699707,1,,2.0,[[2]],0.0,0.0,0.0,261105201,261105201.0,,6342.0,8.309,0.0032455616200000002,227.32605,-79.008764,-30.380754,290.948069,3.4791300000000005,1.2562799999999998,STAR,66.2875,3.95975,82.827401,3.38215,0.0324719
000261105201_02_02,13.666546821594238,4.545228004455566,4689.829860690342,0.4059304335721472,1354.1099816177546,0.31859329035920003,14.647428512573242,2,,2.0,[[2]],0.0,0.0,0.0,261105201,261105201.0,,6342.0,8.309,0.0032455616200000002,227.32605,-79.008764,-30.380754,290.948069,3.4791300000000005,1.2562799999999998,STAR,66.2875,3.95975,82.827401,3.38215,0.0324719
000052367427_00_02,7.970894336700439,6.2537078857421875,1177.1479050360103,2.3765031899195623,1361.6229856400982,16.94134254401965,7.176363945007324,0,,2.0,[[2]],0.0,0.0,0.0,52367427,52367427.0,-0.75,6034.5,9.363999999999999,0.4061705,141.98353600000002,-69.154833,-47.490806,297.240856,3.76,1.2906,STAR,-5.4778,-44.8757,23.713226000000002,1.37856,0.492623
000201789285_00_02,13.365472793579102,3.351104259490967,25162.24158052625,0.6524782211083467,1354.1638406067198,0.22732577614817426,14.300162315368652,0,,2.0,[[2]],0.0,0.0,0.0,201789285,201789285.0,,,14.057,,,-56.454884,-57.043785,281.554259,,,STAR,,,33.888688,,
000201789285_01_02,16.126800537109375,3.7582523822784415,28403.889777134482,0.5740163444379418,1354.239983431298,0.22732763533574465,22.36463737487793,1,,2.0,[[2]],0.0,0.0,0.0,201789285,201789285.0,,,14.057,,,-56.454884,-57.043785,281.554259,,,STAR,,,33.888688,,
000201789285_02_02,20.556636810302734,3.918148279190064,31516.341921126004,0.5923018404464688,1354.315831262925,0.2273335869478205,28.32391929626465,2,,2.0,[[2]],0.0,0.0,0.0,201789285,201789285.0,,,14.057,,,-56.454884,-57.043785,281.554259,,,STAR,,,33.888688,,
000307160124_00_02,10.751503944396973,7.705057144165039,571.6366600149382,1.3325207083823178,1361.6594829191256,11.988761667209356,8.784512519836426,0,,2.0,[[2]],0.0,0.0,0.0,307160124,307160124.0,,2857.0,5.766,0.0026216772399999997,,-68.472412,-17.841611,281.859825,,,STAR,30.6,-24.4,124.00089299999999,,
000294273900_00_02,25.881534576416016,20.482345581054688,116904.1092117852,17.00849938408091,1355.1193505323088,1.4173749486734093,121.84122467041016,0,,2.0,[[2]],0.0,0.0,0.0,294273900,294273900.0,,6770.0,8.868,0.0006514156700000001,157.44937099999999,-59.26783399999999,-20.217226999999998,270.129759,4.11642,1.4505299999999999,STAR,-19.9853,29.7359,108.710955,1.74488,0.273042
000441053949_00_02,17.75780487060547,20.69552230834961,15470.618666422874,3.353502578461177,1364.6888460631474,11.39815082711594,16.829879760742188,0,,2.0,[[2]],0.0,0.0,0.0,441053949,441053949.0,,3373.0,12.913,0.000461114279,101.0462,-17.077,-73.915424,68.800787,4.9265099999999995,0.319,STAR,-68.16,-83.58,359.2755,0.322,9.55483
000234333175_00_02,13.952234268188475,11.25735092163086,14159.34602970706,2.4130834784884136,1364.633170242984,11.063031556782043,15.870149612426758,0,,2.0,[[2]],0.0,0.0,0.0,234333175,234333175.0,,3227.0,12.119000000000002,0.0228556711,,-70.5559,-44.603640999999996,292.29942900000003,5.00298,0.233,STAR,-4.17,92.65,36.1023,0.252,14.5598
000118826280_00_02,49.39592742919922,6.503366470336914,50678.64018458727,1.3331565123236722,1354.2429042772185,0.24658896481551776,53.44877624511719,0,,2.0,[[2]],0.0,0.0,0.0,118826280,118826280.0,,5584.0,8.945,0.00041312622499999996,109.97567,-36.108113,-80.90010699999999,311.82261,,0.8810469999999999,STAR,-67.9956,91.1029,11.125745,1.321,0.3822
000396722785_00_02,14.57181167602539,16.89761734008789,20205.96725513268,3.6882386348904754,1355.8286535460902,14.844017821874733,12.87417984008789,0,,2.0,[[2]],0.0,0.0,0.0,396722785,396722785.0,,3286.0,13.408,0.000657020952,,-58.072984999999996,-42.066808,268.236215,,,STAR,-35.7304,-26.6524,65.898685,,
000115242169_00_02,7.75142240524292,2.98037338256836,550.1031703429253,1.0083008685604642,1354.2823328942454,0.2630124981964025,9.902389526367188,0,,2.0,[[2]],0.0,0.0,0.0,115242169,115242169.0,,4543.0,11.263,0.00491704,115.06299999999999,-39.405524,-76.597235,324.956361,4.54901,0.7156225,STAR,11.2752,84.01,6.400186,0.744816,1.73196
000183985250_00_02,35.47785568237305,8.947259902954102,1584.199003237121,0.6869720291180565,1354.2148627483145,0.7920722254570843,51.26365280151367,0,,2.0,[[2]],1.0,193.01,PC,183985250,183985250.0,,5422.0,9.097999999999999,0.00981013849,80.26866,-37.62802,-74.10038399999999,348.06793500000003,4.42223,0.944141,STAR,-69.7882,247.688,358.667547,0.9899610000000001,0.9731559999999999
000070744201_00_02,22.123947143554688,28.01393699645996,8489.266266505247,4.821419128233951,1360.0665459452714,11.176071669383493,14.023748397827148,0,,2.0,[[2]],0.0,0.0,0.0,70744201,70744201.0,,4667.0,11.97,,,-30.078751,-78.86115799999999,14.698641,,,STAR,4.90421,16.1842,0.61747,,
